1,14,24
2,14,18
17,34,29
23,33,30
19,39,36
20,37,34
21,36,34
3,22,23
4,24,20
5,15,31
6,17,30
15,19,26
16,17,34
7,17,47
8,31,59
9,40,62
18,29,33
11,28,41
10,25,28
12,13,21
